"","colour_subject","rt","stimulus","keypress","word","color","block","blocknum","wordtype","trialtype","trialindex","timeelapsed","internalnodeid","keypressed","participantresponse","correctresponse"
"219","Subject252","627","pleasure","77","pleasure","colorblue","test","num1","typepositive","singlestim","19","85575","100010","edm","paicipantresponseblue","correct"
"220","Subject253","485","alone","77","alone","colorblue","test","num1","typenegative","singlestim","19","92959","100010","edm","paicipantresponseblue","correct"
"221","Subject254","406","paper","77","paper","colorblue","test","num1","typeneutral","singlestim","19","198139","100010","edm","paicipantresponseblue","correct"
"222","Subject255","637","engine","77","engine","colorblue","test","num1","typeneutral","singlestim","19","118415","100010","edm","paicipantresponseblue","correct"
"223","Subject256","440","dead","67","dead","colorred","test","num1","typesuicide","singlestim","19","120112","100010","edc","paicipantresponsered","correct"
"224","Subject257","420","suicide","67","suicide","colorred","test","num1","typesuicide","singlestim","19","125735","100010","edc","paicipantresponsered","correct"
"225","Subject258","723","dead","67","dead","colorred","test","num1","typesuicide","singlestim","19","76035","100010","edc","paicipantresponsered","correct"
"226","Subject259","560","funeral","77","funeral","colorblue","test","num1","typesuicide","singlestim","19","61174","100010","edm","paicipantresponseblue","correct"
"227","Subject260","565","happy","67","happy","colorred","test","num1","typepositive","singlestim","19","64720","100010","edc","paicipantresponsered","correct"
"228","Subject261","496","success","67","success","colorred","test","num1","typepositive","singlestim","19","82664","100010","edc","paicipantresponsered","correct"
"229","Subject262","833","funeral","77","funeral","colorblue","test","num1","typesuicide","singlestim","19","106484","100010","edm","paicipantresponseblue","correct"
"230","Subject263","564","happy","77","happy","colorblue","test","num1","typepositive","singlestim","19","88404","100010","edm","paicipantresponseblue","correct"
"231","Subject264","536","engine","77","engine","colorblue","test","num1","typeneutral","singlestim","19","59229","100010","edm","paicipantresponseblue","correct"
"232","Subject265","67","funeral","colorred","test","num1","typesuicide","singlestim","19","294216","100010","edc","paicipantresponsered","correct","857","museum"
"233","Subject266","579","pleasure","77","pleasure","colorblue","test","num1","typepositive","singlestim","19","57961","100010","edm","paicipantresponseblue","correct"
"234","Subject267","688","stupid","77","stupid","colorblue","test","num1","typenegative","singlestim","19","69446","100010","edm","paicipantresponseblue","correct"
"235","Subject268","431","dead","77","dead","colorblue","test","num1","typesuicide","singlestim","19","146668","100010","edm","paicipantresponseblue","correct"
"236","Subject269","531","rejected","77","rejected","colorblue","test","num1","typenegative","singlestim","19","96292","100010","edm","paicipantresponseblue","correct"
"237","Subject270","983","paper","77","paper","colorblue","test","num1","typeneutral","singlestim","19","162659","100010","edm","paicipantresponseblue","correct"
"238","Subject271","666","success","77","success","colorblue","test","num1","typepositive","singlestim","19","98546","100010","edm","paicipantresponseblue","correct"
"239","Subject272","1009","dead","67","dead","colorred","test","num1","typesuicide","singlestim","19","78414","100010","edc","paicipantresponsered","correct"
"240","Subject273","848","funeral","67","funeral","colorred","test","num1","typesuicide","singlestim","19","72646","100010","edc","paicipantresponsered","correct"
"241","Subject274","test","num1","typepositive","singlestim","19","2740235","100010","edn","incorrect","359","stupid","67","stupid","colorred","test"
"242","Subject276","453","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","19","57555","100010","edc","paicipantresponsered","correct"
"243","Subject277","770","alone","77","alone","colorblue","test","num1","typenegative","singlestim","19","95025","100010","edm","paicipantresponseblue","correct"
"244","Subject278","1050","success","67","success","colorred","test","num1","typepositive","singlestim","19","6611310","100010","edc","paicipantresponsered","correct"
"245","Subject279","442","suicide","67","suicide","colorred","test","num1","typesuicide","singlestim","19","94977","100010","edc","paicipantresponsered","correct"
"246","Subject280","635","suicide","77","suicide","colorblue","test","num1","typesuicide","singlestim","19","81888","100010","edm","paicipantresponseblue","correct"
"247","Subject281","singlestim","19","135181","100010","edc","paicipantresponsered","correct","543","pleasure","67","pleasure","colorred","test","num1","typepositive"
"248","Subject283","633","paper","77","paper","colorblue","test","num1","typeneutral","singlestim","19","77507","100010","edm","paicipantresponseblue","correct"
"249","Subject284","547","suicide","77","suicide","colorblue","test","num1","typesuicide","singlestim","19","86475","100010","edm","paicipantresponseblue","correct"
"250","Subject285","museum","77","museum","colorblue","test","num1","typeneutral","singlestim","19","86414","100010","edm","paicipantresponseblue","correct","307"
"251","Subject286","1122","rejected","67","rejected","colorred","test","num1","typenegative","singlestim","19","67319","100010","edc","paicipantresponsered","correct"
"252","Subject287","489","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","19","80951","100010","edc","paicipantresponsered","correct"
"253","Subject288","483","stupid","77","stupid","colorblue","test","num1","typenegative","singlestim","19","88966","100010","edm","paicipantresponseblue","correct"
"254","Subject289","426","success","67","success","colorred","test","num1","typepositive","singlestim","19","82265","100010","edc","paicipantresponsered","correct"
"255","Subject290","828","stupid","77","stupid","colorblue","test","num1","typenegative","singlestim","19","142444","100010","edm","paicipantresponseblue","correct"
"256","Subject291","506","stupid","77","stupid","colorblue","test","num1","typenegative","singlestim","19","72936","100010","edm","paicipantresponseblue","correct"
"257","Subject292","432","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","19","96041","100010","edc","paicipantresponsered","correct"
"258","Subject293","502","museum","77","museum","colorblue","test","num1","typeneutral","singlestim","19","98816","100010","edm","paicipantresponseblue","correct"
"259","Subject294","1061","paper","77","paper","colorblue","test","num1","typeneutral","singlestim","19","66553","100010","edm","paicipantresponseblue","correct"
"260","Subject295","415","pleasure","77","pleasure","colorblue","test","num1","typepositive","singlestim","19","99350","100010","edm","paicipantresponseblue","correct"
"261","Subject296","464","suicide","67","suicide","colorred","test","num1","typesuicide","singlestim","19","88821","100010","edc","paicipantresponsered","correct"
"262","Subject297","501","museum","77","museum","colorblue","test","num1","typeneutral","singlestim","19","99116","100010","edm","paicipantresponseblue","correct"
"263","Subject298","443","museum","67","museum","colorred","test","num1","typeneutral","singlestim","19","64820","100010","edc","paicipantresponsered","correct"
"264","Subject299","617","success","67","success","colorred","test","num1","typepositive","singlestim","19","78215","100010","edc","paicipantresponsered","correct"
"265","Subject300","317","paper","67","paper","colorred","test","num1","typeneutral","singlestim","19","62949","100010","edc","paicipantresponsered","correct"
"266","Subject301","832","engine","77","engine","colorblue","test","num1","typeneutral","singlestim","19","70962","100010","edm","paicipantresponseblue","correct"
"267","Subject302","596","paper","67","paper","colorred","test","num1","typeneutral","singlestim","19","68430","100010","edc","paicipantresponsered","correct"
"268","Subject303","592","rejected","77","rejected","colorblue","test","num1","typenegative","singlestim","19","86598","100010","edm","paicipantresponseblue","correct"
"269","Subject304","397","dead","77","dead","colorblue","test","num1","typesuicide","singlestim","19","123229","100010","edm","paicipantresponseblue","correct"
"270","Subject305","517","success","67","success","colorred","test","num1","typepositive","singlestim","19","70288","100010","edc","paicipantresponsered","correct"
"271","Subject306","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","19","167778","100010","edc","paicipantresponsered","correct","935"
"272","Subject307","1282","paper","67","paper","colorred","test","num1","typeneutral","singlestim","19","97632","100010","edc","paicipantresponsered","correct"
"273","Subject308","422","museum","67","museum","colorred","test","num1","typeneutral","singlestim","19","87600","100010","edc","paicipantresponsered","correct"
"274","Subject309","dead","67","dead","colorred","test","num1","typesuicide","singlestim","19","96521","100010","edc","paicipantresponsered","correct","1035"
"275","Subject310","444","pleasure","77","pleasure","colorblue","test","num1","typepositive","singlestim","19","162252","100010","edm","paicipantresponseblue","correct"
