esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2
36,267,12,7,2017,McGlinchley,Clinical,USA,Adolescent,Cross-sectional,,,223,NA,14.93,72,SuicGrp,SuicGrp,yes,,SA,SA,Brief Assessment of Adolescent Suicide & Self-Injury ,self-report,continuous,Initial insomnia,Difficulty falling asleep,Insomnia,KSADS,self-report,categorical,no,,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,267,12,8,2017,McGlinchley,Clinical,USA,Adolescent,Cross-sectional,,,223,NA,14.93,72,SuicGrp,SuicGrp,yes,,SA,SA,Brief Assessment of Adolescent Suicide & Self-Injury ,self-report,continuous,Middle insomnia,Difficulty maintaining sleep,Insomnia,KSADS,self-report,categorical,no,,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,267,12,9,2017,McGlinchley,Clinical,USA,Adolescent,Cross-sectional,,,223,NA,14.93,72,SuicGrp,SuicGrp,yes,,SA,SA,Brief Assessment of Adolescent Suicide & Self-Injury ,self-report,continuous,Terminal Insomnia,Early morning wakening,Insomnia,KSADS,self-report,categorical,no,,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,267,12,10,2017,McGlinchley,Clinical,USA,Adolescent,Cross-sectional,,,223,NA,14.93,72,SuicGrp,SuicGrp,yes,,SA,SA,Brief Assessment of Adolescent Suicide & Self-Injury ,self-report,continuous,Circadian reversal,Circadian reversal,Circadian reversal,KSADS,self-report,categorical,no,,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,267,12,11,2017,McGlinchley,Clinical,USA,Adolescent,Cross-sectional,,,223,NA,14.93,72,SuicGrp,SuicGrp,yes,,SA,SA,Brief Assessment of Adolescent Suicide & Self-Injury ,self-report,continuous,Nonrestorative sleep,Nonrestorative sleep,Nonrestorative sleep,KSADS,self-report,categorical,no,,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,267,12,12,2017,McGlinchley,Clinical,USA,Adolescent,Cross-sectional,,,223,NA,14.93,72,SuicGrp,SuicGrp,yes,,SA,SA,Brief Assessment of Adolescent Suicide & Self-Injury ,self-report,continuous,Hypersomnia,Hypersomnia,Hypersomnia,KSADS,self-report,categorical,no,,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,266,5,1,2017,McDonald,Community,UK,Adult,Cross-sectional,,,3299,NA,NA,49.3,SuicGrp,SuicGrp,yes,,SI,Past week SI,no measure,self-report,categorical,Insomnia or Hypersomnia,Sleep disturbance,Sleep disturbance,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,266,5,2,2017,McDonald,Community,UK,Adult,Cross-sectional,,,3299,NA,NA,49.3,SuicGrp,SuicGrp,yes,,SI,Past year SI,no measure,self-report,categorical,Insomnia or Hypersomnia,Sleep disturbance,Sleep disturbance,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,2.2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,266,5,3,2017,McDonald,Community,UK,Adult,Cross-sectional,,,3299,NA,NA,49.3,SuicGrp,SuicGrp,yes,,SI,Lifetime SI,no measure,self-report,categorical,Insomnia or Hypersomnia,Sleep disturbance,Sleep disturbance,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,266,5,4,2017,McDonald,Community,UK,Adult,Cross-sectional,,,3299,NA,NA,49.3,SuicGrp,SuicGrp,yes,,SA,Past year SA,no measure,self-report,categorical,Insomnia or Hypersomnia,Sleep disturbance,Sleep disturbance,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,266,5,5,2017,McDonald,Community,UK,Adult,Cross-sectional,,,3299,NA,NA,49.3,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,no measure,self-report,categorical,Insomnia or Hypersomnia,Sleep disturbance,Sleep disturbance,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,255,3,1,2010,Lee,Community,China,Adult,Cross-sectional,,,2054,NA,NA,51.2,SuicGrp,SuicGrp,yes,,SI,Past year SI,no measure,Interview,Unclear,Insomnia,Insomnia,Insomnia,BSRS-5 ,self-report,continuous,no,,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,255,3,2,2010,Lee,Community,China,Adult,Cross-sectional,,,2054,NA,NA,51.2,SuicGrp,SuicGrp,yes,,SI,Past week SI,no measure,Interview,Unclear,Insomnia,Insomnia,Insomnia,BSRS-5 ,self-report,continuous,no,,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,255,3,3,2010,Lee,Community,China,Adult,Cross-sectional,,,2054,NA,NA,51.2,SuicGrp,SuicGrp,yes,,SI,Lifetime SI,no measure,Interview,Unclear,Insomnia,Insomnia,Insomnia,BSRS-5 ,self-report,continuous,no,,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,248,3,1,2017,Kim,Community,Korea,Adult,Cross-sectional,,,3212,NA,NA,NA,SuicGrp,SuicGrp,yes,,SI,SI,no measure,Self-report,categorical,sleep disturbance,Sleep disturbance,Sleep disturbance,no measure,self-report,continuous,no,497,NA,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,248,3,2,2017,Kim,Community,Korea,Adult,Cross-sectional,,,3212,NA,NA,NA,SuicGrp,SuicGrp,yes,,,SP,no measure,Self-report,categorical,sleep disturbance,Sleep disturbance,Sleep disturbance,no measure,self-report,continuous,no,93,NA,NA,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,248,3,3,2017,Kim,Community,Korea,Adult,Cross-sectional,,,3212,NA,NA,NA,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Self-report,categorical,sleep disturbance,Sleep disturbance,Sleep disturbance,no measure,self-report,continuous,no,93,NA,NA,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,244,1,1,2017,Kaufmann,Community,USA,Adult,Cross-sectional,,,264653,NA,NA,51.9,SuicGrp,SuicGrp,yes,,SI,Past year SI,no measure,Self-report,categorical,Sleep apnea,Sleep apnea,Sleep apnea,no measure,self-report,categorical,yes ,5498,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.34,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,243,1,1,2017,Kattimani,Clinical,India,Adult,Cross-sectional,,,150,NA,37.8,52,CaseCtrl,CaseCtrl,no,,SA,Lifetime SA,Columbia Suicide Severity Rating Scale ,Interview,Categorical,Poor sleep,Poor sleep,Poor sleep,PSQI,self-report,categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,77.1,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,240,1,1,2017,Kang,Community,South Korea,Adult,Cross-sectional,,,14019,NA,NA,48.3,CaseCtrl,CaseCtrl,no,,SI,Past year SI,no measure,Self-report,Categorical,Insomnia,Insomnia,Insomnia,ISI,self-report,categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,8170,NA,NA,96.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,232,8,1,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,NA,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: Less than 5 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,1.96,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,232,8,2,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,NA,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 5-7 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,1.45,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,232,8,4,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,NA,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: greater than 9 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.74,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,232,8,5,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,NA,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SA,SA,no measure,Self-report,Categorical,Sleep duration: Less than 5 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,2.4,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,232,8,6,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,NA,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SA,SA,no measure,Self-report,Categorical,Sleep duration: 5-7 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,1.24,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,232,8,8,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,NA,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SA,SA,no measure,Self-report,Categorical,Sleep duration: greater than 9 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,1.7,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,225,2,1,2012,Fan,Community,Taiwan,Adult,Cross-sectional,,,435,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,no measure,Self-report,Categorical,Sleep disorder,Sleep disorder,Sleep disorder,Chinese Health Questionnaire,self-report,categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,38,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,225,2,2,2012,Fan,Community,Taiwan,Adult,Cross-sectional,,,435,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,no measure,Self-report,Categorical,No sleep disorder,No sleep disorder,No sleep disorder,Chinese Health Questionnaire,self-report,categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,38,89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,209,2,1,1994,Cooper,Community,USA,Adult,Cross-sectional,,,6041,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,Past year SI,Diagnostic Interview Schedule,Interview,Categorical,Insomnia,Insomnia,Insomnia,Diagnostic Interview Schedule,Interview,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,5887,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,209,2,2,1994,Cooper,Community,USA,Adult,Cross-sectional,,,6041,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,Past year SI,Diagnostic Interview Schedule,Interview,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,Diagnostic Interview Schedule,Interview,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,5887,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,183,14,1,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,NA,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,183,14,2,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,NA,19.2,72,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,Unknown,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,NA,NA,NA,-0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,183,14,3,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,NA,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,NA,NA,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,183,14,4,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,NA,19.2,72,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,Unknown,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,NA,NA,NA,-0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,183,14,5,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,NA,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Sleep Efficiency,Sleep efficiency,Sleep efficiency,actigraphy,objective,Continuous,no,,NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,NA,NA,-0.38,0.31,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,183,14,6,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,NA,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Wake after sleep onset,Wake after sleep onset,Wake after sleep onset,actigraphy,objective,Continuous,no,,NA,NA,NA,NA,NA,-0.09,NA,NA,NA,NA,NA,NA,-0.15,0.08,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
