esid,ctrl.n,ctrl.sd,ctrl.m,population.x,basicsleepcon.x,metaid.x,basicSTB.x,treat.n,treat.sd,treat.m,population.y,basicsleepcon.y,metaid.y,basicSTB.y,type
330,NA,NA,NA,Adult,NREM,45,SI,NA,NA,NA,Adult,NREM,45,SI,case
330,NA,NA,NA,Adult,NREM,45,SI,47,8,14.8,Adult,NREM,45,SI,othergrp
330,NA,NA,NA,Adult,NREM,45,SI,37,7.3,16.2,Adult,NREM,45,SI,suic
331,NA,NA,NA,Adult,REM,45,SI,47,5.6,24,Adult,REM,45,SI,othergrp
331,NA,NA,NA,Adult,REM,45,SI,NA,NA,NA,Adult,REM,45,SI,case
331,NA,NA,NA,Adult,REM,45,SI,37,4.3,24.2,Adult,REM,45,SI,suic
332,NA,NA,NA,Adult,REM,45,SI,47,6,87.3,Adult,REM,45,SI,othergrp
332,NA,NA,NA,Adult,REM,45,SI,37,31,74.9,Adult,REM,45,SI,suic
332,NA,NA,NA,Adult,REM,45,SI,NA,NA,NA,Adult,REM,45,SI,case
333,NA,NA,NA,Adult,Beta,45,SI,37,NA,NA,Adult,Beta,45,SI,suic
333,NA,NA,NA,Adult,Beta,45,SI,NA,NA,NA,Adult,Beta,45,SI,case
333,NA,NA,NA,Adult,Beta,45,SI,NA,NA,NA,Adult,Beta,45,SI,othergrp
334,NA,NA,NA,Adult,Alpha,45,SI,NA,NA,NA,Adult,Alpha,45,SI,case
334,NA,NA,NA,Adult,Alpha,45,SI,37,NA,NA,Adult,Alpha,45,SI,suic
334,NA,NA,NA,Adult,Alpha,45,SI,NA,NA,NA,Adult,Alpha,45,SI,othergrp
335,NA,NA,NA,Adult,Delta,45,SI,NA,NA,NA,Adult,Delta,45,SI,case
335,NA,NA,NA,Adult,Delta,45,SI,NA,NA,NA,Adult,Delta,45,SI,othergrp
335,NA,NA,NA,Adult,Delta,45,SI,37,NA,NA,Adult,Delta,45,SI,suic
336,NA,NA,NA,Adult,Alpha-Delta,45,SI,NA,NA,NA,Adult,Alpha-Delta,45,SI,othergrp
336,NA,NA,NA,Adult,Alpha-Delta,45,SI,37,NA,NA,Adult,Alpha-Delta,45,SI,suic
336,NA,NA,NA,Adult,Alpha-Delta,45,SI,NA,NA,NA,Adult,Alpha-Delta,45,SI,case
337,NA,NA,NA,Adult,Insomnia,50,SA,127,6.6,8.5,Adult,Insomnia,50,SA,suic
337,NA,NA,NA,Adult,Insomnia,50,SA,NA,NA,NA,Adult,Insomnia,50,SA,case
337,NA,NA,NA,Adult,Insomnia,50,SA,NA,NA,NA,Adult,Insomnia,50,SA,othergrp
338,NA,NA,NA,Adult,Insomnia,50,SA,127,NA,NA,Adult,Insomnia,50,SA,suic
338,NA,NA,NA,Adult,Insomnia,50,SA,NA,NA,NA,Adult,Insomnia,50,SA,case
338,NA,NA,NA,Adult,Insomnia,50,SA,NA,NA,NA,Adult,Insomnia,50,SA,othergrp
339,NA,NA,NA,Adult,Sleep duration,50,SA,NA,NA,NA,Adult,Sleep duration,50,SA,case
339,NA,NA,NA,Adult,Sleep duration,50,SA,NA,NA,NA,Adult,Sleep duration,50,SA,othergrp
339,NA,NA,NA,Adult,Sleep duration,50,SA,127,2.7,6.2,Adult,Sleep duration,50,SA,suic
340,NA,NA,NA,Adult,Sleep duration,50,SA,NA,NA,NA,Adult,Sleep duration,50,SA,case
340,NA,NA,NA,Adult,Sleep duration,50,SA,NA,NA,NA,Adult,Sleep duration,50,SA,othergrp
340,NA,NA,NA,Adult,Sleep duration,50,SA,127,NA,NA,Adult,Sleep duration,50,SA,suic
341,NA,NA,NA,Adult,Insomia and sleep duration,50,SA,127,NA,NA,Adult,Insomia and sleep duration,50,SA,suic
341,NA,NA,NA,Adult,Insomia and sleep duration,50,SA,NA,NA,NA,Adult,Insomia and sleep duration,50,SA,case
341,NA,NA,NA,Adult,Insomia and sleep duration,50,SA,NA,NA,NA,Adult,Insomia and sleep duration,50,SA,othergrp
342,NA,NA,NA,Adult,Hypersomnia,144,SI,44,5.6,NA,Adult,Hypersomnia,144,SI,suic
342,NA,NA,NA,Adult,Hypersomnia,144,SI,NA,NA,NA,Adult,Hypersomnia,144,SI,case
342,NA,NA,NA,Adult,Hypersomnia,144,SI,NA,NA,NA,Adult,Hypersomnia,144,SI,othergrp
343,NA,NA,NA,Adult,Insomnia,144,SI,NA,NA,NA,Adult,Insomnia,144,SI,case
343,NA,NA,NA,Adult,Insomnia,144,SI,NA,NA,NA,Adult,Insomnia,144,SI,othergrp
343,NA,NA,NA,Adult,Insomnia,144,SI,404,2.9,NA,Adult,Insomnia,144,SI,suic
344,NA,NA,NA,Adult,Sleep disturbance,144,SI,NA,NA,NA,Adult,Sleep disturbance,144,SI,case
344,NA,NA,NA,Adult,Sleep disturbance,144,SI,NA,NA,NA,Adult,Sleep disturbance,144,SI,othergrp
344,NA,NA,NA,Adult,Sleep disturbance,144,SI,184,4,NA,Adult,Sleep disturbance,144,SI,suic
345,NA,NA,NA,Adult,No Sleep Problem,144,SI,NA,NA,NA,Adult,No Sleep Problem,144,SI,othergrp
345,NA,NA,NA,Adult,No Sleep Problem,144,SI,55,8.3,NA,Adult,No Sleep Problem,144,SI,suic
345,NA,NA,NA,Adult,No Sleep Problem,144,SI,NA,NA,NA,Adult,No Sleep Problem,144,SI,case
346,NA,NA,NA,Adult,Hypersomnia,144,SP,44,5.9,NA,Adult,Hypersomnia,144,SP,suic
346,NA,NA,NA,Adult,Hypersomnia,144,SP,NA,NA,NA,Adult,Hypersomnia,144,SP,case
346,NA,NA,NA,Adult,Hypersomnia,144,SP,NA,NA,NA,Adult,Hypersomnia,144,SP,othergrp
347,NA,NA,NA,Adult,Insomnia,144,SP,NA,NA,NA,Adult,Insomnia,144,SP,case
347,NA,NA,NA,Adult,Insomnia,144,SP,404,2.2,NA,Adult,Insomnia,144,SP,suic
347,NA,NA,NA,Adult,Insomnia,144,SP,NA,NA,NA,Adult,Insomnia,144,SP,othergrp
348,NA,NA,NA,Adult,Sleep disturbance,144,SP,NA,NA,NA,Adult,Sleep disturbance,144,SP,case
348,NA,NA,NA,Adult,Sleep disturbance,144,SP,NA,NA,NA,Adult,Sleep disturbance,144,SP,othergrp
348,NA,NA,NA,Adult,Sleep disturbance,144,SP,184,3.5,NA,Adult,Sleep disturbance,144,SP,suic
349,NA,NA,NA,Adult,No Sleep Problem,144,SP,NA,NA,NA,Adult,No Sleep Problem,144,SP,othergrp
349,NA,NA,NA,Adult,No Sleep Problem,144,SP,55,2.8,NA,Adult,No Sleep Problem,144,SP,suic
349,NA,NA,NA,Adult,No Sleep Problem,144,SP,NA,NA,NA,Adult,No Sleep Problem,144,SP,case
350,NA,NA,NA,Adult,Hypersomnia,144,SA,44,5.4,NA,Adult,Hypersomnia,144,SA,suic
350,NA,NA,NA,Adult,Hypersomnia,144,SA,NA,NA,NA,Adult,Hypersomnia,144,SA,othergrp
350,NA,NA,NA,Adult,Hypersomnia,144,SA,NA,NA,NA,Adult,Hypersomnia,144,SA,case
351,NA,NA,NA,Adult,Insomnia,144,SA,404,2.1,NA,Adult,Insomnia,144,SA,suic
351,NA,NA,NA,Adult,Insomnia,144,SA,NA,NA,NA,Adult,Insomnia,144,SA,case
351,NA,NA,NA,Adult,Insomnia,144,SA,NA,NA,NA,Adult,Insomnia,144,SA,othergrp
352,NA,NA,NA,Adult,Sleep disturbance,144,SA,NA,NA,NA,Adult,Sleep disturbance,144,SA,case
352,NA,NA,NA,Adult,Sleep disturbance,144,SA,184,3,NA,Adult,Sleep disturbance,144,SA,suic
352,NA,NA,NA,Adult,Sleep disturbance,144,SA,NA,NA,NA,Adult,Sleep disturbance,144,SA,othergrp
353,NA,NA,NA,Adult,No Sleep Problem,144,SA,NA,NA,NA,Adult,No Sleep Problem,144,SA,othergrp
353,NA,NA,NA,Adult,No Sleep Problem,144,SA,NA,NA,NA,Adult,No Sleep Problem,144,SA,case
353,NA,NA,NA,Adult,No Sleep Problem,144,SA,55,2.5,NA,Adult,No Sleep Problem,144,SA,suic
354,NA,NA,NA,Adult,Hypersomnia,144,SA,44,11.1,NA,Adult,Hypersomnia,144,SA,suic
354,NA,NA,NA,Adult,Hypersomnia,144,SA,NA,NA,NA,Adult,Hypersomnia,144,SA,othergrp
354,NA,NA,NA,Adult,Hypersomnia,144,SA,NA,NA,NA,Adult,Hypersomnia,144,SA,case
355,NA,NA,NA,Adult,Insomnia,144,SA,404,2.5,NA,Adult,Insomnia,144,SA,suic
355,NA,NA,NA,Adult,Insomnia,144,SA,NA,NA,NA,Adult,Insomnia,144,SA,case
355,NA,NA,NA,Adult,Insomnia,144,SA,NA,NA,NA,Adult,Insomnia,144,SA,othergrp
356,NA,NA,NA,Adult,Sleep disturbance,144,SA,NA,NA,NA,Adult,Sleep disturbance,144,SA,case
356,NA,NA,NA,Adult,Sleep disturbance,144,SA,184,5.1,NA,Adult,Sleep disturbance,144,SA,suic
356,NA,NA,NA,Adult,Sleep disturbance,144,SA,NA,NA,NA,Adult,Sleep disturbance,144,SA,othergrp
357,NA,NA,NA,Adult,No Sleep Problem,144,SA,NA,NA,NA,Adult,No Sleep Problem,144,SA,othergrp
357,NA,NA,NA,Adult,No Sleep Problem,144,SA,NA,NA,NA,Adult,No Sleep Problem,144,SA,case
357,NA,NA,NA,Adult,No Sleep Problem,144,SA,55,3.2,NA,Adult,No Sleep Problem,144,SA,suic
358,145,NA,NA,Adult,Sleep disturbance,82,SD,NA,NA,NA,Adult,Sleep disturbance,82,SD,othergrp
358,145,NA,NA,Adult,Sleep disturbance,82,SD,,NA,NA,Adult,Sleep disturbance,82,SD,suic
358,145,NA,NA,Adult,Sleep disturbance,82,SD,49,NA,NA,Adult,Sleep disturbance,82,SD,case
359,145,NA,NA,Adult,Insomnia,82,SD,NA,NA,NA,Adult,Insomnia,82,SD,othergrp
359,145,NA,NA,Adult,Insomnia,82,SD,,NA,NA,Adult,Insomnia,82,SD,suic
359,145,NA,NA,Adult,Insomnia,82,SD,49,NA,NA,Adult,Insomnia,82,SD,case
360,145,NA,NA,Adult,Sleep disturbance,82,SD,,NA,NA,Adult,Sleep disturbance,82,SD,suic
360,145,NA,NA,Adult,Sleep disturbance,82,SD,49,NA,NA,Adult,Sleep disturbance,82,SD,case
360,145,NA,NA,Adult,Sleep disturbance,82,SD,NA,NA,NA,Adult,Sleep disturbance,82,SD,othergrp
361,145,NA,NA,Adult,Insomnia,82,SD,49,NA,NA,Adult,Insomnia,82,SD,case
361,145,NA,NA,Adult,Insomnia,82,SD,NA,NA,NA,Adult,Insomnia,82,SD,othergrp
361,145,NA,NA,Adult,Insomnia,82,SD,,NA,NA,Adult,Insomnia,82,SD,suic
362,145,NA,NA,Adult,Lack of deep sleep,82,SD,NA,NA,NA,Adult,Lack of deep sleep,82,SD,othergrp
362,145,NA,NA,Adult,Lack of deep sleep,82,SD,,NA,NA,Adult,Lack of deep sleep,82,SD,suic
362,145,NA,NA,Adult,Lack of deep sleep,82,SD,49,NA,NA,Adult,Lack of deep sleep,82,SD,case
363,145,NA,NA,Adult,Day-night reversal,82,SD,NA,NA,NA,Adult,Day-night reversal,82,SD,othergrp
363,145,NA,NA,Adult,Day-night reversal,82,SD,,NA,NA,Adult,Day-night reversal,82,SD,suic
363,145,NA,NA,Adult,Day-night reversal,82,SD,49,NA,NA,Adult,Day-night reversal,82,SD,case
364,145,NA,NA,Adult,Sleep disturbance,82,SD,,NA,NA,Adult,Sleep disturbance,82,SD,suic
364,145,NA,NA,Adult,Sleep disturbance,82,SD,NA,NA,NA,Adult,Sleep disturbance,82,SD,othergrp
364,145,NA,NA,Adult,Sleep disturbance,82,SD,49,NA,NA,Adult,Sleep disturbance,82,SD,case
365,145,NA,NA,Adult,Frequency of sleep problems,82,SD,49,NA,NA,Adult,Frequency of sleep problems,82,SD,case
365,145,NA,NA,Adult,Frequency of sleep problems,82,SD,NA,NA,NA,Adult,Frequency of sleep problems,82,SD,othergrp
365,145,NA,NA,Adult,Frequency of sleep problems,82,SD,,NA,NA,Adult,Frequency of sleep problems,82,SD,suic
366,145,NA,NA,Adult,Frequency of sleep problems,82,SD,NA,NA,NA,Adult,Frequency of sleep problems,82,SD,othergrp
366,145,NA,NA,Adult,Frequency of sleep problems,82,SD,49,NA,NA,Adult,Frequency of sleep problems,82,SD,case
366,145,NA,NA,Adult,Frequency of sleep problems,82,SD,,NA,NA,Adult,Frequency of sleep problems,82,SD,suic
367,145,NA,NA,Adult,Frequency of sleep problems,82,SD,NA,NA,NA,Adult,Frequency of sleep problems,82,SD,othergrp
367,145,NA,NA,Adult,Frequency of sleep problems,82,SD,49,NA,NA,Adult,Frequency of sleep problems,82,SD,case
367,145,NA,NA,Adult,Frequency of sleep problems,82,SD,,NA,NA,Adult,Frequency of sleep problems,82,SD,suic
368,145,NA,NA,Adult,Frequency of sleep problems,82,SD,49,NA,NA,Adult,Frequency of sleep problems,82,SD,case
368,145,NA,NA,Adult,Frequency of sleep problems,82,SD,NA,NA,NA,Adult,Frequency of sleep problems,82,SD,othergrp
368,145,NA,NA,Adult,Frequency of sleep problems,82,SD,,NA,NA,Adult,Frequency of sleep problems,82,SD,suic
369,145,NA,NA,Adult,Frequency of sleep problems,82,SD,49,NA,NA,Adult,Frequency of sleep problems,82,SD,case
369,145,NA,NA,Adult,Frequency of sleep problems,82,SD,NA,NA,NA,Adult,Frequency of sleep problems,82,SD,othergrp
369,145,NA,NA,Adult,Frequency of sleep problems,82,SD,,NA,NA,Adult,Frequency of sleep problems,82,SD,suic
370,NA,NA,NA,Adult,Insomnia,29,SI,NA,NA,NA,Adult,Insomnia,29,SI,othergrp
370,NA,NA,NA,Adult,Insomnia,29,SI,NA,NA,NA,Adult,Insomnia,29,SI,case
370,NA,NA,NA,Adult,Insomnia,29,SI,,NA,NA,Adult,Insomnia,29,SI,suic
371,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,othergrp
371,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,331,NA,NA,Adult,Sleep disturbance,31,Suicidality,suic
371,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,case
372,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,othergrp
372,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,case
372,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,245,NA,NA,Adult,Sleep disturbance,31,Suicidality,suic
373,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,case
373,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,80,NA,NA,Adult,Sleep disturbance,31,Suicidality,suic
373,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,NA,NA,NA,Adult,Sleep disturbance,31,Suicidality,othergrp
374,4162,NA,NA,Adult,Sleep quality ,34,SD,NA,NA,NA,Adult,Sleep quality ,34,SD,othergrp
374,4162,NA,NA,Adult,Sleep quality ,34,SD,,NA,NA,Adult,Sleep quality ,34,SD,suic
374,4162,NA,NA,Adult,Sleep quality ,34,SD,217,NA,NA,Adult,Sleep quality ,34,SD,case
375,522,NA,NA,Adult,Sleep disturbance,44,SD,NA,NA,NA,Adult,Sleep disturbance,44,SD,othergrp
375,522,NA,NA,Adult,Sleep disturbance,44,SD,261,NA,NA,Adult,Sleep disturbance,44,SD,case
375,522,NA,NA,Adult,Sleep disturbance,44,SD,,NA,NA,Adult,Sleep disturbance,44,SD,suic
376,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,othergrp
376,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,case
376,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,,NA,NA,Adolescent,Sleep disturbance,52,SI,suic
377,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,case
377,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,,NA,NA,Adolescent,Sleep disturbance,52,SI,suic
377,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,othergrp
378,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,,NA,NA,Adolescent,Sleep disturbance,52,SI,suic
378,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,othergrp
378,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,NA,NA,NA,Adolescent,Sleep disturbance,52,SI,case
379,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,othergrp
379,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,case
379,NA,NA,NA,Adult,Insomnia,53,SD,48,NA,NA,Adult,Insomnia,53,SD,suic
380,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,othergrp
380,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,case
380,NA,NA,NA,Adult,Insomnia,53,SD,48,NA,NA,Adult,Insomnia,53,SD,suic
381,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,othergrp
381,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,case
381,NA,NA,NA,Adult,Insomnia,53,SD,48,NA,NA,Adult,Insomnia,53,SD,suic
382,NA,NA,NA,Adult,Nonrestorative sleep,53,SD,48,NA,NA,Adult,Nonrestorative sleep,53,SD,suic
382,NA,NA,NA,Adult,Nonrestorative sleep,53,SD,NA,NA,NA,Adult,Nonrestorative sleep,53,SD,othergrp
382,NA,NA,NA,Adult,Nonrestorative sleep,53,SD,NA,NA,NA,Adult,Nonrestorative sleep,53,SD,case
383,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,othergrp
383,NA,NA,NA,Adult,Insomnia,53,SD,NA,NA,NA,Adult,Insomnia,53,SD,case
383,NA,NA,NA,Adult,Insomnia,53,SD,48,NA,NA,Adult,Insomnia,53,SD,suic
384,13621,NA,475,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,othergrp
384,13621,NA,475,Adolescent,Sleep duration,54,SI,2038,NA,456,Adolescent,Sleep duration,54,SI,case
384,13621,NA,475,Adolescent,Sleep duration,54,SI,,NA,NA,Adolescent,Sleep duration,54,SI,suic
385,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,othergrp
385,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,case
385,NA,NA,NA,Adolescent,Sleep duration,54,SI,,NA,NA,Adolescent,Sleep duration,54,SI,suic
386,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,case
386,NA,NA,NA,Adolescent,Sleep duration,54,SI,,NA,NA,Adolescent,Sleep duration,54,SI,suic
386,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,othergrp
387,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,othergrp
387,NA,NA,NA,Adolescent,Sleep duration,54,SI,,NA,NA,Adolescent,Sleep duration,54,SI,suic
387,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,case
388,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,othergrp
388,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,case
388,NA,NA,NA,Adolescent,Sleep duration,54,SI,,NA,NA,Adolescent,Sleep duration,54,SI,suic
389,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,othergrp
389,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,case
389,NA,NA,NA,Adolescent,Sleep duration,54,SI,,NA,NA,Adolescent,Sleep duration,54,SI,suic
390,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,case
390,NA,NA,NA,Adolescent,Sleep duration,54,SI,,NA,NA,Adolescent,Sleep duration,54,SI,suic
390,NA,NA,NA,Adolescent,Sleep duration,54,SI,NA,NA,NA,Adolescent,Sleep duration,54,SI,othergrp
391,131,NA,NA,Adolescent,Sleep disturbance,60,SD,,NA,NA,Adolescent,Sleep disturbance,60,SD,suic
391,131,NA,NA,Adolescent,Sleep disturbance,60,SD,NA,NA,NA,Adolescent,Sleep disturbance,60,SD,othergrp
391,131,NA,NA,Adolescent,Sleep disturbance,60,SD,140,NA,NA,Adolescent,Sleep disturbance,60,SD,case
392,131,NA,NA,Adolescent,Insomnia,60,SD,140,NA,NA,Adolescent,Insomnia,60,SD,case
392,131,NA,NA,Adolescent,Insomnia,60,SD,,NA,NA,Adolescent,Insomnia,60,SD,suic
392,131,NA,NA,Adolescent,Insomnia,60,SD,NA,NA,NA,Adolescent,Insomnia,60,SD,othergrp
393,131,NA,NA,Adolescent,Insomnia,60,SD,140,NA,NA,Adolescent,Insomnia,60,SD,case
393,131,NA,NA,Adolescent,Insomnia,60,SD,,NA,NA,Adolescent,Insomnia,60,SD,suic
393,131,NA,NA,Adolescent,Insomnia,60,SD,NA,NA,NA,Adolescent,Insomnia,60,SD,othergrp
394,131,NA,NA,Adolescent,Insomnia,60,SD,140,NA,NA,Adolescent,Insomnia,60,SD,case
394,131,NA,NA,Adolescent,Insomnia,60,SD,,NA,NA,Adolescent,Insomnia,60,SD,suic
394,131,NA,NA,Adolescent,Insomnia,60,SD,NA,NA,NA,Adolescent,Insomnia,60,SD,othergrp
395,131,NA,NA,Adolescent,Insomnia,60,SD,140,NA,NA,Adolescent,Insomnia,60,SD,case
395,131,NA,NA,Adolescent,Insomnia,60,SD,,NA,NA,Adolescent,Insomnia,60,SD,suic
395,131,NA,NA,Adolescent,Insomnia,60,SD,NA,NA,NA,Adolescent,Insomnia,60,SD,othergrp
396,131,NA,NA,Adolescent,Circadian Reversal,60,SD,140,NA,NA,Adolescent,Circadian Reversal,60,SD,case
396,131,NA,NA,Adolescent,Circadian Reversal,60,SD,,NA,NA,Adolescent,Circadian Reversal,60,SD,suic
396,131,NA,NA,Adolescent,Circadian Reversal,60,SD,NA,NA,NA,Adolescent,Circadian Reversal,60,SD,othergrp
397,131,NA,NA,Adolescent,Non-restorative Sleep,60,SD,140,NA,NA,Adolescent,Non-restorative Sleep,60,SD,case
397,131,NA,NA,Adolescent,Non-restorative Sleep,60,SD,,NA,NA,Adolescent,Non-restorative Sleep,60,SD,suic
397,131,NA,NA,Adolescent,Non-restorative Sleep,60,SD,NA,NA,NA,Adolescent,Non-restorative Sleep,60,SD,othergrp
398,131,NA,NA,Adolescent,Hypersomnia,60,SD,NA,NA,NA,Adolescent,Hypersomnia,60,SD,othergrp
398,131,NA,NA,Adolescent,Hypersomnia,60,SD,140,NA,NA,Adolescent,Hypersomnia,60,SD,case
398,131,NA,NA,Adolescent,Hypersomnia,60,SD,,NA,NA,Adolescent,Hypersomnia,60,SD,suic
399,131,NA,NA,Adolescent,Sleep disturbance,60,SD,NA,NA,NA,Adolescent,Sleep disturbance,60,SD,othergrp
399,131,NA,NA,Adolescent,Sleep disturbance,60,SD,140,NA,NA,Adolescent,Sleep disturbance,60,SD,case
399,131,NA,NA,Adolescent,Sleep disturbance,60,SD,,NA,NA,Adolescent,Sleep disturbance,60,SD,suic
400,131,NA,NA,Adolescent,Insomnia,60,SD,,NA,NA,Adolescent,Insomnia,60,SD,suic
400,131,NA,NA,Adolescent,Insomnia,60,SD,NA,NA,NA,Adolescent,Insomnia,60,SD,othergrp
400,131,NA,NA,Adolescent,Insomnia,60,SD,140,NA,NA,Adolescent,Insomnia,60,SD,case
401,131,NA,NA,Adolescent,Hypersomnia,60,SD,140,NA,NA,Adolescent,Hypersomnia,60,SD,case
401,131,NA,NA,Adolescent,Hypersomnia,60,SD,,NA,NA,Adolescent,Hypersomnia,60,SD,suic
401,131,NA,NA,Adolescent,Hypersomnia,60,SD,NA,NA,NA,Adolescent,Hypersomnia,60,SD,othergrp
402,409,NA,NA,Adult,Sleep disturbance,71,SA,409,NA,NA,Adult,Sleep disturbance,71,SA,case
402,409,NA,NA,Adult,Sleep disturbance,71,SA,NA,NA,NA,Adult,Sleep disturbance,71,SA,othergrp
402,409,NA,NA,Adult,Sleep disturbance,71,SA,,NA,NA,Adult,Sleep disturbance,71,SA,suic
403,409,NA,NA,Adult,Sleep disturbance,71,SA,NA,NA,NA,Adult,Sleep disturbance,71,SA,othergrp
403,409,NA,NA,Adult,Sleep disturbance,71,SA,409,NA,NA,Adult,Sleep disturbance,71,SA,case
403,409,NA,NA,Adult,Sleep disturbance,71,SA,,NA,NA,Adult,Sleep disturbance,71,SA,suic
404,409,NA,NA,Adult,Sleep disturbance,71,SA,,NA,NA,Adult,Sleep disturbance,71,SA,suic
404,409,NA,NA,Adult,Sleep disturbance,71,SA,NA,NA,NA,Adult,Sleep disturbance,71,SA,othergrp
404,409,NA,NA,Adult,Sleep disturbance,71,SA,409,NA,NA,Adult,Sleep disturbance,71,SA,case
405,NA,NA,NA,Adolescent,Nightmares,73,SI,NA,NA,NA,Adolescent,Nightmares,73,SI,othergrp
405,NA,NA,NA,Adolescent,Nightmares,73,SI,NA,NA,NA,Adolescent,Nightmares,73,SI,case
405,NA,NA,NA,Adolescent,Nightmares,73,SI,,NA,NA,Adolescent,Nightmares,73,SI,suic
406,NA,NA,NA,Adolescent,Sleep disturbance,73,SI,NA,NA,NA,Adolescent,Sleep disturbance,73,SI,case
406,NA,NA,NA,Adolescent,Sleep disturbance,73,SI,,NA,NA,Adolescent,Sleep disturbance,73,SI,suic
406,NA,NA,NA,Adolescent,Sleep disturbance,73,SI,NA,NA,NA,Adolescent,Sleep disturbance,73,SI,othergrp
407,NA,NA,NA,Adult,Insomnia,74,Suicidality,NA,NA,NA,Adult,Insomnia,74,Suicidality,case
407,NA,NA,NA,Adult,Insomnia,74,Suicidality,NA,NA,NA,Adult,Insomnia,74,Suicidality,othergrp
407,NA,NA,NA,Adult,Insomnia,74,Suicidality,,NA,NA,Adult,Insomnia,74,Suicidality,suic
408,35,1.71,2.34,Adult,Insomnia,76,SI,72,1.82,3.49,Adult,Insomnia,76,SI,case
408,35,1.71,2.34,Adult,Insomnia,76,SI,,NA,NA,Adult,Insomnia,76,SI,suic
408,35,1.71,2.34,Adult,Insomnia,76,SI,28,1.72,2.32,Adult,Insomnia,76,SI,othergrp
409,215,4.6,7.3,Adult,Insomnia,81,SI,67,6.1,11.1,Adult,Insomnia,81,SI,case
409,215,4.6,7.3,Adult,Insomnia,81,SI,NA,NA,NA,Adult,Insomnia,81,SI,othergrp
409,215,4.6,7.3,Adult,Insomnia,81,SI,,NA,NA,Adult,Insomnia,81,SI,suic
410,215,6.9,11.1,Adult,Sleep disturbance,81,SI,67,7.6,15.4,Adult,Sleep disturbance,81,SI,case
410,215,6.9,11.1,Adult,Sleep disturbance,81,SI,,NA,NA,Adult,Sleep disturbance,81,SI,suic
