esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2
59,232,8,5,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SA,SA,no measure,Self-report,Categorical,Sleep duration: Less than 5 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,,,,,,,,,,,,3.2,2.4,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,232,8,6,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SA,SA,no measure,Self-report,Categorical,Sleep duration: 5-7 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,,,,,,,,,,,,1.53,1.24,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,232,8,8,2017,Guo,Community,China,Adolescent,Cross-sectional,,,20130,,16.3,54.6,SuicGrp,SuicGrp,yes,compared to 7-9  hours,SA,SA,no measure,Self-report,Categorical,Sleep duration: greater than 9 hours,Sleep duration,Sleep duration,no measure,self-report,categorical,yes,,,,,,,,,,,,,2.47,1.7,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,225,2,1,2012,Fan,Community,Taiwan,Adult,Cross-sectional,,,435,,,,CaseCtrl,CaseCtrl,no,,SI,SI,no measure,Self-report,Categorical,Sleep disorder,Sleep disorder,Sleep disorder,Chinese Health Questionnaire,self-report,categorical,no,,,,,,,,,,,,,,,,,,50,,,25.9,,,,,,,,,38,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,225,2,2,2012,Fan,Community,Taiwan,Adult,Cross-sectional,,,435,,,,CaseCtrl,CaseCtrl,no,,SI,SI,no measure,Self-report,Categorical,No sleep disorder,No sleep disorder,No sleep disorder,Chinese Health Questionnaire,self-report,categorical,no,,,,,,,,,,,,,,,,,,50,,,10.5,,,,,,,,,38,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,209,2,1,1994,Cooper,Community,USA,Adult,Cross-sectional,,,6041,,,,CaseCtrl,CaseCtrl,no,,SI,Past year SI,Diagnostic Interview Schedule,Interview,Categorical,Insomnia,Insomnia,Insomnia,Diagnostic Interview Schedule,Interview,Categorical,no,,,,,,,,,,,,,,,,,,154,,,49,,,,,,,,,5887,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,209,2,2,1994,Cooper,Community,USA,Adult,Cross-sectional,,,6041,,,,CaseCtrl,CaseCtrl,no,,SI,Past year SI,Diagnostic Interview Schedule,Interview,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,Diagnostic Interview Schedule,Interview,Categorical,no,,,,,,,,,,,,,,,,,,154,,,16,,,,,,,,,5887,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,183,14,1,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,183,14,2,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,,19.2,72,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,Unknown,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,-0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,183,14,3,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,,,,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,183,14,4,2017,Bernert,Community,USA,Adult,Cross-sectional,,,50,,19.2,72,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,Unknown,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,,,,-0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,183,14,5,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Sleep Efficiency,Sleep efficiency,Sleep efficiency,actigraphy,objective,Continuous,no,,,,,,,-0.03,,,,,,,-0.38,0.31,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,183,14,6,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Wake after sleep onset,Wake after sleep onset,Wake after sleep onset,actigraphy,objective,Continuous,no,,,,,,,-0.09,,,,,,,-0.15,0.08,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,183,14,7,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Sleep-onset latency,Sleep-onset latency,Sleep-onset latency,actigraphy,objective,Continuous,no,,,,,,,0.08,,,,,,,-0.07,0.19,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,183,14,8,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Total sleep time,Total sleep time,Total sleep time,actigraphy,objective,Continuous,no,,,,,,,0.12,,,,,,,-0.01,0.03,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,183,14,9,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Sleep variability,Sleep variability,Sleep variability,actigraphy,objective,Continuous,no,,,,,,,0.28,,,,,,,0.12,0.58,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,183,14,10,2017,Bernert,Community,USA,Adult,Prospective1,7 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Sleep Efficiency,Sleep efficiency,Sleep efficiency,actigraphy,objective,Continuous,no,,,,,,,0.32,,,,,,,-0.17,0.75,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,183,14,11,2017,Bernert,Community,USA,Adult,Prospective2,21 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Wake after sleep onset,Wake after sleep onset,Wake after sleep onset,actigraphy,objective,Continuous,no,,,,,,,0.3,,,,,,,-0.1,0.21,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,183,14,12,2017,Bernert,Community,USA,Adult,Prospective2,21 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Sleep-onset latency,Sleep-onset latency,Sleep-onset latency,actigraphy,objective,Continuous,no,,,,,,,0.08,,,,,,,-0.11,0.23,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,183,14,13,2017,Bernert,Community,USA,Adult,Prospective2,21 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Total sleep time,Total sleep time,Total sleep time,actigraphy,objective,Continuous,no,,,,,,,-0.1,,,,,,,-0.03,0.02,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,183,14,14,2017,Bernert,Community,USA,Adult,Prospective2,21 day,,50,,19.2,72,SuicGrp,SuicGrp,yes,,Suicidality,Suicide Risk (BSS),BSS,Self-report,Continuous,Sleep variability,Sleep variability,Sleep variability,actigraphy,objective,Continuous,no,,,,,,,0.27,,,,,,,0.06,0.66,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,171,1,1,2017,Ahmedani,Community,USA,Adult,Psychological Autopsy,,,270074,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide death,no measure,Medical Record,Categorical,Sleep disorder,Sleep disorder,Sleep disorder,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,2674,,,18.5,,,,,,,,,267400,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,166,12,1,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SI,Lifetime SI,no measure,Self-report,Categorical,Difficulty falling asleep,Difficulty falling asleep,Insomnia,no measure,Self-report,Categorical,no,239,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,166,12,2,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SP,Lifetime SP,no measure,Self-report,Categorical,Difficulty falling asleep,Difficulty falling asleep,Insomnia,no measure,Self-report,Categorical,no,65,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,166,12,3,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,no measure,Self-report,Categorical,Difficulty falling asleep,Difficulty falling asleep,Insomnia,no measure,Self-report,Categorical,no,62,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,166,12,4,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SI,Lifetime SI,no measure,Self-report,Categorical,Difficulty maintaining sleep,Difficulty maintaining sleep,Insomnia,no measure,Self-report,Categorical,no,179,,,,,,,,,,,,,3.5,2.51,4.9,215.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,166,12,5,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SP,Lifetime SP,no measure,Self-report,Categorical,Difficulty maintaining sleep,Difficulty maintaining sleep,Insomnia,no measure,Self-report,Categorical,no,50,,,,,,,,,,,,,556,3.03,10.3,110.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,166,12,6,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,no measure,Self-report,Categorical,Difficulty maintaining sleep,Difficulty maintaining sleep,Insomnia,no measure,Self-report,Categorical,no,52,,,,,,,,,,,,,5.37,2.48,11.64,115.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,166,12,7,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SI,Lifetime SI,no measure,Self-report,Categorical,Early morning wakening,Early morning wakening,Insomnia,no measure,Self-report,Categorical,no,164,,,,,,,,,,,,,4.44,3.42,5.75,285.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,166,12,8,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SP,Lifetime SP,no measure,Self-report,Categorical,Early morning wakening,Early morning wakening,Insomnia,no measure,Self-report,Categorical,no,50,,,,,,,,,,,,,5.44,3.08,9.6,110.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,166,12,9,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,no measure,Self-report,Categorical,Early morning wakening,Early morning wakening,Insomnia,no measure,Self-report,Categorical,no,46,,,,,,,,,,,,,5.95,2.61,13.56,137.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,166,12,10,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SI,Lifetime SI,no measure,Self-report,Continuous,Insomnia (combines 3 variables),Insomnia,Insomnia,no measure,Self-report,Continuous,no,,,,,,,,,,,,,,2.47,1.77,3.43,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,166,12,11,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SP,Lifetime SP,no measure,Self-report,Continuous,Insomnia (combines 3 variables),Insomnia,Insomnia,no measure,Self-report,Continuous,no,,,,,,,,,,,,,,3.52,2.07,6.01,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,166,12,12,2016,Wong,Clinical,USA,Adolescent,Cross-sectional,,,10123,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,no measure,Self-report,Continuous,Insomnia (combines 3 variables),Insomnia,Insomnia,no measure,Self-report,Continuous,no,,,,,,,,,,,,,,2.64,1.64,4.26,31.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,157,1,1,2018,Vargas,Community,USA,Adult,Cross-sectional,,,985,,22.72,79.8,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire,Self-report,Continuous,Poor sleep quality ,Sleep quality,Sleep quality,PSQI,Self-report,Continuous,no,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,156,1,1,2009,Vail-Smith,Community,USA,Adult,Cross-sectional,,,859,,,70,CaseCtrl,CaseCtrl,no,,SI,Past year SI,CDC National College Health Risk Survey,Self-report,Categorical,Poor sleep quality ,Sleep quality,Sleep quality,SQI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,60,7.73,2.98,,,,,,,,,,799,5.78,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,152,3,1,2001,Tanskanen,Community,Finland,Adult,Prospective,,,36211,,,,Suicgrp,Suicgrp,no,,SD,Suicide death,no measure,Medical Record,Categorical,Nightmare Frequency: Not at all,No nightmares,No nightmares,no measure,Self-report,Categorical,yes,73,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,152,3,2,2001,Tanskanen,Community,Finland,Adult,Prospective,,,36211,,,,Suicgrp,Suicgrp,no,compared to no nightmare,SD,Suicide death,no measure,Medical Record,Categorical,Nightmare Frequency: Occasionally,Nightmares,Nightmares,no measure,Self-report,Categorical,yes,73,,,,,,,,,,,,1.57,1.12,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,152,3,3,2001,Tanskanen,Community,Finland,Adult,Prospective,,,36211,,,,Suicgrp,Suicgrp,no,compared to no nightmare,SD,Suicide death,no measure,Medical Record,Categorical,Nightmare Frequency: Frequently,Nightmares,Nightmares,no measure,Self-report,Categorical,yes,13,,,,,,,,,,,,2.05,1.06,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,151,1,1,2012,Sylvia,Clinical,USA,Adolescent Adult,Cross-sectional,,,483,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,no measure,Unknown,Categorical,Sleep disturbance,Sleep disturbance,Sleep disturbance,MADRS ,Self-report,Categorical,no,27,,,,,,,,,,,,1.94,1.14,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,149,4,1,2015,Sun,Clinical,China,Adolescent Adult,Psychological Autopsy,,,804,,,,CaseCtrl,CaseCtrl,,,SD,Suicide death,no measure,Medical Record,Categorical,Difficulty initiating sleep,Difficulty initiating sleep,Insomnia,Hamilton Depression Rating Scale ,Self-report; Informant Report,Continuous,no,,,,,,,,,,,,,,,,,,388,,,28.1,,,,,,,,,416,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,149,4,2,2015,Sun,Clinical,China,Adolescent Adult,Psychological Autopsy,,,804,,,,CaseCtrl,CaseCtrl,,,SD,Suicide death,no measure,Medical Record,Categorical,Difficulty maintaining sleep,Difficulty maintaining sleep,Insomnia,Hamilton Depression Rating Scale ,Self-report; Informant Report,Continuous,no,,,,,,,,,,,,,,,,,,388,,,21.9,,,,,,,,,416,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,149,4,3,2015,Sun,Clinical,China,Adolescent Adult,Psychological Autopsy,,,804,,,,CaseCtrl,CaseCtrl,,,SD,Suicide death,no measure,Medical Record,Categorical,Early morning awakening,Early morning awakening,Insomnia,Hamilton Depression Rating Scale ,Self-report; Informant Report,Continuous,no,,,,,,,,,,,,,,,,,,388,,,20.6,,,,,,,,,416,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,149,4,4,2015,Sun,Clinical,China,Adolescent Adult,Psychological Autopsy,,,804,,,,CaseCtrl,CaseCtrl,,,SD,Suicide death,no measure,Medical Record,Categorical,Any insomnia symptom,Insomnia,Insomnia,Hamilton Depression Rating Scale ,Self-report; Informant Report,Continuous,no,,,,,,,,,,,,,,,,,,388,,,33.2,,,,,,,,,416,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,140,1,1,2017,Silva,Military,USA,Adult,Cross-sectional,,,3428,,29.92,7.9,SuicGrp,SuicGrp,yes,,SI,SI,Depression Severity Index - Suicide Subscale (DSISS) ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,139,1,1,2013,Shekunov,Clinical,USA,Adult,Cross-sectional,,,40,,,,CaseCtrl,CaseCtrl,no,,SA,SA,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,8,,,12.5,,,,,,,,,40,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,136,54,1,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Total recording period (TRP; min),Time recording,Time recording,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,433,47.2,,,,,,,,,,21,424.2,33.2,,,,,,,,,21,424.1,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,136,54,2,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Time spent asleep (TSA; min),Total sleep time,Total sleep time,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,355,92.5,,,,,,,,,,21,377.1,49.4,,,,,,,,,21,358.3,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,136,54,3,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Sleep latency (SL; min),Sleep latency,Sleep latency,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,47.1,53.1,,,,,,,,,,21,15.4,10,,,,,,,,,21,23.2,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,136,54,4,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Awake (A; min),Awake,Awake,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,50.9,97,,,,,,,,,,21,31.7,31.2,,,,,,,,,21,42.7,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,136,54,5,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Ratio: A to TSA,Awake,Awake,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,0.4,1.3,,,,,,,,,,21,0.1,0.1,,,,,,,,,21,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,136,54,6,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Awake last 2 hours (min),Awake,Awake,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,19.2,30.9,,,,,,,,,,21,12,12,,,,,,,,,21,22.6,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,136,54,7,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Sleep maintenance (TSA/TRP-SL),Sleep maintenance,Sleep maintenance,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,87.5,19.8,,,,,,,,,,21,92.1,7.8,,,,,,,,,21,89.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,136,54,8,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Sleep efficiency (TSA/TRP),Sleep efficiency,Sleep efficiency,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,78.4,21.5,,,,,,,,,,21,88.8,8.3,,,,,,,,,21,84.7,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,136,54,9,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Stage 1 (%),Stage 1,Stage 1,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,7.1,5.6,,,,,,,,,,21,7.7,4,,,,,,,,,21,6.7,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,136,54,10,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Stage 2 (%),Stage 2,Stage 2,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,60.2,9,,,,,,,,,,21,60.8,9.6,,,,,,,,,21,58.6,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,136,54,11,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Stage 3 (%),Stage 3 ,Stage 3 ,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,6.4,6.5,,,,,,,,,,21,5.3,5.1,,,,,,,,,21,7.3,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,136,54,12,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Stage 4 (%),Stage 4,Stage 4,PSG,objective,Continuous,no,,,,,,,,,,,,,,,,,,21,4,5.9,,,,,,,,,,21,3.2,5.3,,,,,,,,,21,3.7,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
