,treat.n,treat.sd,treat.m,population,basicsleepcon,esid,metaid,basicSTB,type
1712,NA,NA,NA,Adult,Sleep disturbance,352,144,SA,othergrp
1713,NA,NA,NA,Adult,No Sleep Problem,353,144,SA,othergrp
1714,NA,NA,NA,Adult,Hypersomnia,354,144,SA,othergrp
1715,NA,NA,NA,Adult,Insomnia,355,144,SA,othergrp
1716,NA,NA,NA,Adult,Sleep disturbance,356,144,SA,othergrp
1717,NA,NA,NA,Adult,No Sleep Problem,357,144,SA,othergrp
1718,NA,NA,NA,Adult,Sleep disturbance,358,82,SD,othergrp
1719,NA,NA,NA,Adult,Insomnia,359,82,SD,othergrp
1720,NA,NA,NA,Adult,Sleep disturbance,360,82,SD,othergrp
1721,NA,NA,NA,Adult,Insomnia,361,82,SD,othergrp
1722,NA,NA,NA,Adult,Lack of deep sleep,362,82,SD,othergrp
1723,NA,NA,NA,Adult,Day-night reversal,363,82,SD,othergrp
1724,NA,NA,NA,Adult,Sleep disturbance,364,82,SD,othergrp
1725,NA,NA,NA,Adult,Frequency of sleep problems,365,82,SD,othergrp
1726,NA,NA,NA,Adult,Frequency of sleep problems,366,82,SD,othergrp
1727,NA,NA,NA,Adult,Frequency of sleep problems,367,82,SD,othergrp
1728,NA,NA,NA,Adult,Frequency of sleep problems,368,82,SD,othergrp
1729,NA,NA,NA,Adult,Frequency of sleep problems,369,82,SD,othergrp
1730,NA,NA,NA,Adult,Insomnia,370,29,SI,othergrp
1731,NA,NA,NA,Adult,Sleep disturbance,371,31,Suicidality,othergrp
1732,NA,NA,NA,Adult,Sleep disturbance,372,31,Suicidality,othergrp
1733,NA,NA,NA,Adult,Sleep disturbance,373,31,Suicidality,othergrp
1734,NA,NA,NA,Adult,Sleep quality ,374,34,SD,othergrp
1735,NA,NA,NA,Adult,Sleep disturbance,375,44,SD,othergrp
1736,NA,NA,NA,Adolescent,Sleep disturbance,376,52,SI,othergrp
1737,NA,NA,NA,Adolescent,Sleep disturbance,377,52,SI,othergrp
1738,NA,NA,NA,Adolescent,Sleep disturbance,378,52,SI,othergrp
1739,NA,NA,NA,Adult,Insomnia,379,53,SD,othergrp
1740,NA,NA,NA,Adult,Insomnia,380,53,SD,othergrp
1741,NA,NA,NA,Adult,Insomnia,381,53,SD,othergrp
1742,NA,NA,NA,Adult,Nonrestorative sleep,382,53,SD,othergrp
1743,NA,NA,NA,Adult,Insomnia,383,53,SD,othergrp
1744,NA,NA,NA,Adolescent,Sleep duration,384,54,SI,othergrp
1745,NA,NA,NA,Adolescent,Sleep duration,385,54,SI,othergrp
1746,NA,NA,NA,Adolescent,Sleep duration,386,54,SI,othergrp
1747,NA,NA,NA,Adolescent,Sleep duration,387,54,SI,othergrp
1748,NA,NA,NA,Adolescent,Sleep duration,388,54,SI,othergrp
1749,NA,NA,NA,Adolescent,Sleep duration,389,54,SI,othergrp
1750,NA,NA,NA,Adolescent,Sleep duration,390,54,SI,othergrp
1751,NA,NA,NA,Adolescent,Sleep disturbance,391,60,SD,othergrp
1752,NA,NA,NA,Adolescent,Insomnia,392,60,SD,othergrp
1753,NA,NA,NA,Adolescent,Insomnia,393,60,SD,othergrp
1754,NA,NA,NA,Adolescent,Insomnia,394,60,SD,othergrp
1755,NA,NA,NA,Adolescent,Insomnia,395,60,SD,othergrp
1756,NA,NA,NA,Adolescent,Circadian Reversal,396,60,SD,othergrp
1757,NA,NA,NA,Adolescent,Non-restorative Sleep,397,60,SD,othergrp
1758,NA,NA,NA,Adolescent,Hypersomnia,398,60,SD,othergrp
1759,NA,NA,NA,Adolescent,Sleep disturbance,399,60,SD,othergrp
1760,NA,NA,NA,Adolescent,Insomnia,400,60,SD,othergrp
1761,NA,NA,NA,Adolescent,Hypersomnia,401,60,SD,othergrp
1762,NA,NA,NA,Adult,Sleep disturbance,402,71,SA,othergrp
1763,NA,NA,NA,Adult,Sleep disturbance,403,71,SA,othergrp
1764,NA,NA,NA,Adult,Sleep disturbance,404,71,SA,othergrp
1765,NA,NA,NA,Adolescent,Nightmares,405,73,SI,othergrp
1766,NA,NA,NA,Adolescent,Sleep disturbance,406,73,SI,othergrp
1767,NA,NA,NA,Adult,Insomnia,407,74,Suicidality,othergrp
1768,28,1.72,2.32,Adult,Insomnia,408,76,SI,othergrp
1769,NA,NA,NA,Adult,Insomnia,409,81,SI,othergrp
1770,NA,NA,NA,Adult,Sleep disturbance,410,81,SI,othergrp
1771,NA,NA,NA,Adolescent,Sleep duration,411,84,SA,othergrp
1772,NA,NA,NA,Adolescent,Sleep duration,412,84,SA,othergrp
1773,NA,NA,NA,Adolescent,Sleep duration,413,84,SA,othergrp
1774,NA,NA,NA,Adolescent,Sleep duration,414,84,SA,othergrp
1775,NA,NA,NA,Adolescent,Total sleep time,415,84,SA,othergrp
1776,NA,NA,NA,Adolescent,Total sleep time,416,84,SA,othergrp
1777,NA,NA,NA,Adolescent,Nightmares,417,84,SA,othergrp
1778,NA,NA,NA,Adolescent,Insomnia,418,84,SA,othergrp
1779,NA,NA,NA,Adolescent,Sleep disturbance,419,84,SA,othergrp
1780,NA,NA,NA,Adolescent,Sleep disturbance,420,84,SA,othergrp
1781,NA,NA,NA,Adolescent,Trouble waking,421,84,SA,othergrp
1782,NA,NA,NA,Adolescent,Insomnia,422,84,SA,othergrp
1783,NA,NA,NA,Adolescent,Night awakenings,423,84,SA,othergrp
1784,NA,NA,NA,Adolescent,Sleep disturbance,424,84,SA,othergrp
1785,NA,NA,NA,Adolescent,Trouble waking,425,84,SA,othergrp
1786,NA,NA,NA,Adult,Insomnia,426,86,SI,othergrp
1787,NA,NA,NA,Adult,Night awakenings,427,86,SI,othergrp
1788,NA,NA,NA,Adult,Trouble getting back to sleep,428,86,SI,othergrp
1789,NA,NA,NA,Adult,Sleep onset latency,429,86,SI,othergrp
1790,NA,NA,NA,Adult,Time in bed,430,86,SI,othergrp
1791,NA,NA,NA,Adult,Wake after sleep onset,431,86,SI,othergrp
1792,NA,NA,NA,Adult,Sleep efficiency,432,86,SI,othergrp
1793,NA,NA,NA,Adult,Nightmares,433,86,SI,othergrp
1794,NA,NA,NA,Adult,Nightmares,434,86,SI,othergrp
1795,NA,NA,NA,Adult,REM behavior disorder,435,86,SI,othergrp
1796,NA,NA,NA,Adult,Disruptive noises during sleep,436,86,SI,othergrp
1797,NA,NA,NA,Adult,Sleep quality ,437,87,SI,othergrp
1798,NA,NA,NA,Adult,Nightmares,438,87,SI,othergrp
1799,NA,NA,NA,Adult,Nightmares,439,87,SI,othergrp
1800,NA,NA,NA,Adult,Nightmares,440,87,SI,othergrp
1801,NA,NA,NA,Adult,Sleep quality,441,87,SA,othergrp
1802,NA,NA,NA,Adult,Nightmares,442,87,SA,othergrp
1803,NA,NA,NA,Adult,Nightmares,443,87,SA,othergrp
1804,NA,NA,NA,Adult,Nightmares,444,87,SA,othergrp
1805,NA,NA,NA,Adult,Nightmares,445,91,SA,othergrp
1806,NA,NA,NA,Adult,Insomnia,446,91,SA,othergrp
1807,NA,NA,NA,Adult,Sleep disturbance,447,91,SA,othergrp
1808,NA,NA,NA,Adult,Nightmares,448,91,SA,othergrp
1809,NA,NA,NA,Adult,Insomnia,449,91,SA,othergrp
1810,NA,NA,NA,Adult,Sleep disturbance,450,91,SA,othergrp
1811,NA,NA,NA,Adult,Insomnia,451,91,SA,othergrp
1812,NA,NA,NA,Adult,Insomnia,452,91,SA,othergrp
1813,NA,NA,NA,Adult,Insomnia,453,91,SA,othergrp
1814,NA,NA,NA,Adult,Nightmares,454,91,SA,othergrp
1815,NA,NA,NA,Adult,Nightmares,455,91,SA,othergrp
1816,NA,NA,NA,Adult,Nightmares,456,91,SA,othergrp
1817,NA,NA,NA,Adult,Sleep disturbance,457,94,SA,othergrp
1818,NA,NA,NA,Adolescent,Sleep duration,458,96,SI,othergrp
1819,NA,NA,NA,Adolescent,Sleep duration,459,96,SI,othergrp
1820,NA,NA,NA,Adolescent,Sleep duration,460,96,SI,othergrp
1821,NA,NA,NA,Adolescent,Sleep duration,461,96,SI,othergrp
1822,NA,NA,NA,Adolescent,Nightmares,462,96,SI,othergrp
1823,NA,NA,NA,Adolescent,Nightmares,463,96,SI,othergrp
1824,NA,NA,NA,Adolescent,Nightmares,464,96,SI,othergrp
1825,NA,NA,NA,Adolescent,Insomnia,465,96,SI,othergrp
1826,NA,NA,NA,Adolescent,Insomnia,466,96,SI,othergrp
1827,NA,NA,NA,Adolescent,Insomnia,467,96,SI,othergrp
1828,NA,NA,NA,Adolescent,Insomnia,468,96,SI,othergrp
1829,NA,NA,NA,Adult,Sleep duration,469,98,SA,othergrp
1830,NA,NA,NA,Adult,Sleep duration,470,98,SA,othergrp
1831,NA,NA,NA,Adult,Sleep duration,471,98,SA,othergrp
1832,NA,NA,NA,Adult,Insomnia,472,105,SD,othergrp
1833,NA,NA,NA,Adult,Hypersomnia,473,105,SD,othergrp
1834,NA,NA,NA,Adolescent,Sleep duration,474,107,SI,othergrp
1835,NA,NA,NA,Adolescent,Sleep duration,475,107,SI,othergrp
1836,NA,NA,NA,Adult,Sleep disturbance,476,110,SI,othergrp
1837,NA,NA,NA,Adult,Sleep disturbance,477,110,SI,othergrp
1838,NA,NA,NA,Adult,Insomnia,478,111,Suicidality,othergrp
1839,NA,NA,NA,Adult,Insomnia,479,111,SA,othergrp
1840,NA,NA,NA,Adult,Nightmares,480,111,Suicidality,othergrp
1841,NA,NA,NA,Adult,Nightmares,481,111,SA,othergrp
1842,NA,NA,NA,Adult,Insomnia,482,111,SA,othergrp
1843,NA,NA,NA,Adult,Nightmares,483,111,SA,othergrp
1844,NA,NA,NA,Adult,Insomnia,484,112,Suicidality,othergrp
1845,NA,NA,NA,Adult,Insomnia,485,112,Suicidality,othergrp
1846,NA,NA,NA,Adult,Nightmares,486,112,Suicidality,othergrp
1847,NA,NA,NA,Adult,Nightmares,487,112,Suicidality,othergrp
1848,NA,NA,NA,Adult,Insomnia,488,114,SI,othergrp
1849,NA,NA,NA,Adult,Nightmares,489,114,SI,othergrp
1850,NA,NA,NA,Adult,Insomnia,490,116,SI,othergrp
1851,NA,NA,NA,Adolescent,Sleep duration,491,118,SI,othergrp
1852,NA,NA,NA,Adolescent,Sleep duration,492,118,SI,othergrp
1853,NA,NA,NA,Adolescent,Sleep duration,493,118,SI,othergrp
1854,NA,NA,NA,Adolescent,Sleep duration,494,118,SI,othergrp
1855,NA,NA,NA,Adolescent,Sleep duration,495,118,SI,othergrp
1856,NA,NA,NA,Adolescent,Restorative Sleep,496,118,SI,othergrp
1857,NA,NA,NA,Adolescent,Restorative Sleep,497,118,SI,othergrp
1858,NA,NA,NA,Adolescent,Restorative Sleep,498,118,SI,othergrp
1859,NA,NA,NA,Adolescent,Sleep duration,499,118,SA,othergrp
1860,NA,NA,NA,Adolescent,Sleep duration,500,118,SA,othergrp
1861,NA,NA,NA,Adolescent,Sleep duration,501,118,SA,othergrp
1862,NA,NA,NA,Adolescent,Sleep duration,502,118,SA,othergrp
1863,NA,NA,NA,Adolescent,Restorative Sleep,503,118,SA,othergrp
1864,NA,NA,NA,Adolescent,Restorative Sleep,504,118,SA,othergrp
1865,NA,NA,NA,Adolescent,Restorative Sleep,505,118,SA,othergrp
1866,NA,NA,NA,Adolescent,Restorative Sleep,506,118,SA,othergrp
1867,NA,NA,NA,Adult,Insomnia,507,119,SA,othergrp
1868,NA,NA,NA,Adult,Insomnia,508,120,SI,othergrp
1869,NA,NA,NA,Adult,Sleep latency,509,120,SI,othergrp
1870,NA,NA,NA,Adult,Wake after sleep onset,510,120,SI,othergrp
1871,NA,NA,NA,Adult,Night awakenings,511,120,SI,othergrp
1872,NA,NA,NA,Adult,Total sleep time,512,120,SI,othergrp
1873,NA,NA,NA,Adult,Sleep efficiency,513,120,SI,othergrp
1874,NA,NA,NA,Adult,Nocturnal leg jerks,514,120,SI,othergrp
1875,NA,NA,NA,Adult,Insomnia,515,122,SD,othergrp
1876,NA,NA,NA,Adult,Sleep quality,516,123,SI,othergrp
1877,NA,NA,NA,Adult,Sleep disturbance,517,143,SI,othergrp
1878,NA,NA,NA,Adult,Sleep quality,518,143,SI,othergrp
1879,NA,NA,NA,Adult,Sleep latency,519,143,SI,othergrp
1880,NA,NA,NA,Adult,Sleep duration,520,143,SI,othergrp
1881,NA,NA,NA,Adult,Sleep efficiency,521,143,SI,othergrp
1882,NA,NA,NA,Adult,Sleep disturbance,522,143,SI,othergrp
1883,NA,NA,NA,Adult,Sleep quality,523,154,SD,othergrp
1884,NA,NA,NA,Adult,Sleep quality,524,160,Suicidality,othergrp
1885,NA,NA,NA,Adult,Sleep quality,525,161,SI,othergrp
1886,NA,NA,NA,Adult,Sleep latency,526,161,SI,othergrp
1887,NA,NA,NA,Adult,Sleep duration,527,161,SI,othergrp
1888,NA,NA,NA,Adult,Sleep efficiency,528,161,SI,othergrp
1889,NA,NA,NA,Adult,Sleep disturbance,529,161,SI,othergrp
1890,NA,NA,NA,Adult,Sleep disturbance,530,161,SI,othergrp
1891,119,NA,NA,Adult,Insomnia,531,163,SI,othergrp
1892,26,NA,NA,Adult,Insomnia,532,163,SP,othergrp
1893,19,NA,NA,Adult,Insomnia,533,163,SA,othergrp
1894,113,NA,NA,Adult,Insomnia,534,163,SI,othergrp
1895,26,NA,NA,Adult,Insomnia,535,163,SP,othergrp
1896,15,NA,NA,Adult,Insomnia,536,163,SA,othergrp
1897,133,NA,NA,Adult,Insomnia,537,163,SI,othergrp
1898,32,NA,NA,Adult,Insomnia,538,163,SP,othergrp
1899,20,NA,NA,Adult,Insomnia,539,163,SA,othergrp
1900,NA,NA,NA,Adolescent,Sleep disturbance,540,165,SI,othergrp
1901,NA,NA,NA,Adolescent,Nightmares,541,165,SI,othergrp
1902,NA,NA,NA,Adult,Insomnia,542,167,SI,othergrp
1903,NA,NA,NA,Adult,Sleep duration,543,172,Suicidality,othergrp
1904,NA,NA,NA,Adult,Circadian Disturbance,544,172,Suicidality,othergrp
1905,NA,NA,NA,Adolescent,Sleep duration,545,178,SI,othergrp
1906,NA,NA,NA,Adolescent,Sleep duration,546,178,SI,othergrp
1907,NA,NA,NA,Adolescent,Sleep duration,547,178,SI,othergrp
1908,NA,NA,NA,Adult,Insomnia,548,179,SD,othergrp
1909,NA,NA,NA,Adult,Nightwalking,549,187,SI,othergrp
1910,NA,NA,NA,Adult,Sleep disturbance,550,187,SI,othergrp
1911,NA,NA,NA,Adult,Sleep quality,551,187,SI,othergrp
1912,NA,NA,NA,Adult,Insomnia,552,188,SA,othergrp
1913,NA,NA,NA,Adult,Insomnia,553,188,SA,othergrp
1914,NA,NA,NA,Adult,Insomnia,554,190,SA,othergrp
1915,NA,NA,NA,Adult,Insomnia,555,190,SA,othergrp
1916,NA,NA,NA,Adult,Insomnia,556,190,SA,othergrp
1917,NA,NA,NA,Adult,Insomnia,557,190,SA,othergrp
1918,NA,NA,NA,Adult,Insomnia,558,190,SA,othergrp
1919,NA,NA,NA,Adult,Insomnia,559,190,SA,othergrp
1920,NA,NA,NA,Adult,Insomnia,560,192,Suicidality,othergrp
1921,NA,NA,NA,Adult,Sleep quality,561,193,SA,othergrp
1922,NA,NA,NA,Adult,Sleep duration,562,199,SI,othergrp
1923,NA,NA,NA,Adolescent,Sleep disturbance,563,201,SI,othergrp
1924,NA,NA,NA,Adolescent,Sleep disturbance,564,201,SI,othergrp
1925,NA,NA,NA,Adult,Insomnia,565,200,SI,othergrp
1926,38,NA,NA,Adolescent,Nightmares,566,202,SI,othergrp
1927,38,NA,NA,Adolescent,Sleep disturbance,567,202,SI,othergrp
1928,38,NA,NA,Adolescent,Sleep duration,568,202,SI,othergrp
1929,67,NA,NA,Adolescent,Nightmares,569,202,SI,othergrp
1930,67,NA,NA,Adolescent,Sleep disturbance,570,202,SI,othergrp
1931,67,NA,NA,Adolescent,Sleep duration,571,202,SI,othergrp
1932,NA,NA,NA,Adult,Insomnia,572,204,SI,othergrp
1933,NA,NA,NA,Adult,Insomnia,573,210,SA,othergrp
1934,NA,NA,NA,Adolescent,Sleep duration,574,212,SI,othergrp
1935,NA,NA,NA,Adolescent,Sleep duration,575,212,SI,othergrp
1936,NA,NA,NA,Adolescent,Sleep duration,576,212,SI,othergrp
1937,NA,NA,NA,Adolescent,Sleep duration,577,212,SI,othergrp
1938,NA,NA,NA,Adolescent,Sleep duration,578,212,SI,othergrp
1939,163,NA,NA,Adult,Sleep disturbance,579,214,SA,othergrp
1940,NA,NA,NA,Adult,Insomnia,580,218,SD,othergrp
1941,753,NA,NA,Adult,Insomnia,581,219,SA,othergrp
1942,NA,NA,NA,Adolescent,Sleep duration,582,220,SI,othergrp
1943,NA,NA,NA,Adolescent,Sleep duration,583,220,SI,othergrp
1944,NA,NA,NA,Adolescent,Sleep duration,584,220,SI,othergrp
1945,NA,NA,NA,Adolescent,Sleep duration,585,220,SI,othergrp
1946,NA,NA,NA,Adolescent,Sleep duration,586,220,SI,othergrp
1947,NA,NA,NA,Adolescent,Sleep duration,587,220,SI,othergrp
1948,NA,NA,NA,Adolescent,Sleep duration,588,220,SP,othergrp
1949,NA,NA,NA,Adolescent,Sleep duration,589,220,SP,othergrp
1950,NA,NA,NA,Adolescent,Sleep duration,590,220,SP,othergrp
1951,NA,NA,NA,Adolescent,Sleep duration,591,220,SP,othergrp
1952,NA,NA,NA,Adolescent,Sleep duration,592,220,SP,othergrp
1953,NA,NA,NA,Adolescent,Sleep duration,593,220,SP,othergrp
1954,NA,NA,NA,Adolescent,Sleep duration,594,220,SA,othergrp
1955,NA,NA,NA,Adolescent,Sleep duration,595,220,SA,othergrp
1956,NA,NA,NA,Adolescent,Sleep duration,596,220,SA,othergrp
1957,NA,NA,NA,Adolescent,Sleep duration,597,220,SA,othergrp
1958,NA,NA,NA,Adolescent,Sleep duration,598,220,SA,othergrp
1959,NA,NA,NA,Adolescent,Sleep duration,599,220,SA,othergrp
1960,NA,NA,NA,Adolescent,Sleep duration,600,220,SI,othergrp
1961,NA,NA,NA,Adolescent,Sleep duration,601,220,SI,othergrp
1962,NA,NA,NA,Adolescent,Sleep duration,602,220,SI,othergrp
1963,NA,NA,NA,Adolescent,Sleep duration,603,220,SI,othergrp
1964,NA,NA,NA,Adolescent,Sleep duration,604,220,SI,othergrp
1965,NA,NA,NA,Adolescent,Sleep duration,605,220,SI,othergrp
1966,NA,NA,NA,Adolescent,Sleep duration,606,220,SP,othergrp
1967,NA,NA,NA,Adolescent,Sleep duration,607,220,SP,othergrp
1968,NA,NA,NA,Adolescent,Sleep duration,608,220,SP,othergrp
1969,NA,NA,NA,Adolescent,Sleep duration,609,220,SP,othergrp
1970,NA,NA,NA,Adolescent,Sleep duration,610,220,SP,othergrp
1971,NA,NA,NA,Adolescent,Sleep duration,611,220,SP,othergrp
1972,NA,NA,NA,Adolescent,Sleep duration,612,220,SA,othergrp
1973,NA,NA,NA,Adolescent,Sleep duration,613,220,SA,othergrp
1974,NA,NA,NA,Adolescent,Sleep duration,614,220,SA,othergrp
1975,NA,NA,NA,Adolescent,Sleep duration,615,220,SA,othergrp
1976,NA,NA,NA,Adolescent,Sleep duration,616,220,SA,othergrp
1977,NA,NA,NA,Adolescent,Sleep duration,617,220,SA,othergrp
1978,NA,NA,NA,Adult,Insomnia,618,225,SI,othergrp
1979,NA,NA,NA,Adult,Insomnia,619,225,SI,othergrp
1980,NA,NA,NA,Adult,Nightmares,620,225,SI,othergrp
1981,NA,NA,NA,Adult,Nightmares,621,225,SI,othergrp
1982,NA,NA,NA,Adolescent,Insomnia,622,238,SA,othergrp
1983,NA,NA,NA,Adolescent,Hypersomnia,623,238,SA,othergrp
1984,NA,NA,NA,Adult,Sleep disturbance,624,242,SD,othergrp
1985,NA,NA,NA,Adult,Insomnia,625,245,SD,othergrp
1986,NA,NA,NA,Adolescent,Sleep quality,626,257,SI,othergrp
1987,121,NA,NA,Adult,Insomia,627,258,SA,othergrp
1988,136,NA,NA,Adult,Nightmares,628,258,SA,othergrp
1989,121,NA,NA,Adult,Insomnia,629,258,SA,othergrp
1990,136,NA,NA,Adult,Nightmares,630,258,SA,othergrp
1991,NA,NA,NA,Adult,Nightmares,631,259,SI,othergrp
1992,NA,NA,NA,Adult,Insomnia,632,259,SI,othergrp
1993,NA,NA,NA,Adult,Sleep quality,633,261,SI,othergrp
1994,NA,NA,NA,Adolescent,Insomnia,634,263,SA,othergrp
1995,NA,NA,NA,Adult,Sleep disorder,635,264,SI,othergrp
1996,NA,NA,NA,Adult,Insomnia,636,271,SI,othergrp
1997,NA,NA,NA,Adult,Nightmares,637,271,SI,othergrp
1998,36,3.95,11.17,Adult,Sleep quality,638,283,SA,othergrp
1999,NA,NA,NA,Adult,Insomnia,639,286,SA,othergrp
2000,NA,NA,NA,Adult,Insomnia,640,286,SA,othergrp
2001,NA,NA,NA,Adult,Insomnia,641,292,SD,othergrp
2002,NA,NA,NA,Adult,Insomnia,642,292,SD,othergrp
2003,NA,NA,NA,Adult,Insomnia,643,292,SD,othergrp
2004,NA,NA,NA,Adolescent,Insomnia,644,303,SI,othergrp
2005,273,NA,NA,Adult,Insomnia ,645,304,SI,othergrp
2006,273,NA,NA,Adult,Insomnia,646,304,SI,othergrp
2007,273,NA,NA,Adult,Insomnia,647,304,SI,othergrp
2008,273,NA,NA,Adult,Insomnia,648,304,SI,othergrp
2009,NA,NA,NA,Adolescent Adult,Insomnia,649,305,SD,othergrp
2010,NA,NA,NA,Adolescent Adult,Insomnia,650,305,SD,othergrp
2011,NA,NA,NA,Adolescent Adult,Insomnia,651,305,SD,othergrp
2012,NA,NA,NA,Adolescent Adult,Insomnia,652,305,SD,othergrp
2013,NA,NA,NA,Adult,Insomnia,653,307,SI,othergrp
2014,NA,NA,NA,Adult,Insomnia,654,308,SA,othergrp
2015,NA,NA,NA,Adult,Sleep disorder,655,311,SD,othergrp
2016,NA,NA,NA,Adolescent,Sleep duration,656,27,SI,othergrp
2017,NA,NA,NA,Adolescent,Sleep duration,657,27,SI,othergrp
2018,NA,NA,NA,Adolescent,Sleep duration,658,27,SA,othergrp
2019,NA,NA,NA,Adolescent,Insomnia,659,115,SA,othergrp
2020,NA,NA,NA,Adolescent,Insomnia,660,115,SA,othergrp
2021,NA,NA,NA,Adolescent,Insomnia,661,115,SA,othergrp
2022,NA,NA,NA,Adolescent,Insomnia,662,115,SA,othergrp
2023,NA,NA,NA,Adolescent,Non-restorative sleep,663,115,SA,othergrp
2024,NA,NA,NA,Adolescent,Hypersomnia,664,115,SA,othergrp
2025,NA,NA,NA,Adult,Insomnia,665,141,SA,othergrp
2026,NA,NA,NA,Adult,Insomnia,666,141,SA,othergrp
2027,NA,NA,NA,Adult,Insomnia,667,141,SA,othergrp
2028,NA,NA,NA,Adult,Nightmares,668,141,SA,othergrp
2029,NA,NA,NA,Adolescent,Time in bed,669,247,SI,othergrp
2030,NA,NA,NA,Adolescent,Time in bed,670,247,SI,othergrp
2031,NA,NA,NA,Adolescent,Time in bed,671,247,SI,othergrp
2032,NA,NA,NA,Adolescent,Time in bed,672,247,SI,othergrp
2033,NA,NA,NA,Adolescent,Time in bed,673,247,SI,othergrp
2034,NA,NA,NA,Adolescent,Time in bed,674,247,SI,othergrp
2035,NA,NA,NA,Adolescent,Time in bed,675,247,SI,othergrp
2036,NA,NA,NA,Adult,Sleep duration,676,62,SD,othergrp
2037,NA,NA,NA,Adult,Sleep duration,677,62,SD,othergrp
2038,NA,NA,NA,Adult,Sleep duration,678,62,SD,othergrp
2039,NA,NA,NA,Adult,Insomnia,679,62,SD,othergrp
2040,NA,NA,NA,Adult,Easily woken,680,62,SD,othergrp
